company,search_key,source_domain,job_id,title,business_line,department,project,category_name,category_type,batch_name,location,publish_date,publish_date_source,raw_publish_time,raw_modify_time,post_url,responsibility,requirement_text,experience_text,jd_text,circle_names,status,source_file
"钉钉","产品经理","https://talent.dingtalk.com","100018620016","悟空事业部-AI产品经理-悟空电商","产品类-平台型","","","","","","杭州","2026-06-08","publishTime","1780886235000","1780886235000","https://talent.dingtalk.com/off-campus/position-detail?positionId=100018620016&track_id=SSP1780969973639iFFNIsjkMI7759","1. 负责悟空电商基础产品能力的规划与设计，构建通用性强、可复用的AI产品功能模块
2. 基于电商行业场景，设计AI Agent交互体验与产品形态，将AI能力转化为商家可感知的产品价值
3. 深入理解电商商家经营痛点，主导产品需求定义、优先级排序与迭代规划
4. 与技术团队紧密协作，推动产品从原型到上线的全流程落地
5. 跟踪产品数据表现，持续优化产品体验与业务指标","1、2年以上产品经理经验，具备以下背景之一或兼备：
    ● 电商行业经验：曾在电商平台、电商商家、电商SaaS公司、TP/DP服务商等有实际产品工作经验
    ● AI产品经验：有AI/大模型相关产品设计经验，了解Agent、Skill等AI产品形态
2、具备良好的逻辑思维与结构化表达能力，能独立完成产品方案设计
3、有较强的跨团队协作能力，能推动技术、设计、业务等多角色高效协同
加分项：
1、同时具备电商行业经验和AI产品经验
2、有从0到1搭建产品的经历
3、对大模型能力边界有认知，能基于技术可行性做产品判断
4、有数据驱动产品决策的实践经验","[object Object]","岗位职责：
1. 负责悟空电商基础产品能力的规划与设计，构建通用性强、可复用的AI产品功能模块
2. 基于电商行业场景，设计AI Agent交互体验与产品形态，将AI能力转化为商家可感知的产品价值
3. 深入理解电商商家经营痛点，主导产品需求定义、优先级排序与迭代规划
4. 与技术团队紧密协作，推动产品从原型到上线的全流程落地
5. 跟踪产品数据表现，持续优化产品体验与业务指标

任职要求：
1、2年以上产品经理经验，具备以下背景之一或兼备：
    ● 电商行业经验：曾在电商平台、电商商家、电商SaaS公司、TP/DP服务商等有实际产品工作经验
    ● AI产品经验：有AI/大模型相关产品设计经验，了解Agent、Skill等AI产品形态
2、具备良好的逻辑思维与结构化表达能力，能独立完成产品方案设计
3、有较强的跨团队协作能力，能推动技术、设计、业务等多角色高效协同
加分项：
1、同时具备电商行业经验和AI产品经验
2、有从0到1搭建产品的经历
3、对大模型能力边界有认知，能基于技术可行性做产品判断
4、有数据驱动产品决策的实践经验","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","7000036443","钉钉-产品经理-钉钉AI表格/文档方向","产品类-用户型","","","","","","杭州","2026-06-02","publishTime","1780407408000","1780407409000","https://talent.dingtalk.com/off-campus/position-detail?positionId=7000036443&track_id=SSP1780969973639aFDNxUdZOY4742","1. 负责钉钉多维表/文档产品能力规划、设计；
2. 基于对市场趋势、市场以及用户需求的深入分析，设计前瞻性的产品功能和解决方案，使多维表格/文档成为满足用户多样化需求的首选工具；
3. 项目推进和落地：协调设计、产品、运营、研发等跨部门团队，确保产品按时高质量上线；跟进产品上线后的运营数据，分析用户行为，制定并执行规模化推广策略，提升产品市场占有率。","1. 具备 3年以上协同办公领域产品设计经验，有多维表/文档产品经验优先；
2. 对 AI产品有清晰的认知，有较强的产品规划、AI创新设计及产品落地推动能力；
3. 对企业的复杂需求、办公场景和业务流程有深刻的理解和洞察，熟悉 To B 领域产品用户增长策略，有创新思考；
4. 有出色的沟通协调能力和领导力，擅长团队协作，可以协同多方资源推动产品的落地；
5. 真正热爱多维表格/文档，希望让更多的人感受到其价值；
6. 须持有钉钉官方认证的《AI应用工程师》中高级证书；如尚未取得证书，欢迎通过钉钉学习平台考取认证。学习链接：dingtalk://dingtalkclient/action/open_mini_app?miniAppId=5000000000438545&page=pages%2Flesson%2Fdetail%2Findex%3Fid%3D2250

备注：多维表/文档方向各招数名产品经理，欢迎加入！！！","[object Object]","岗位职责：
1. 负责钉钉多维表/文档产品能力规划、设计；
2. 基于对市场趋势、市场以及用户需求的深入分析，设计前瞻性的产品功能和解决方案，使多维表格/文档成为满足用户多样化需求的首选工具；
3. 项目推进和落地：协调设计、产品、运营、研发等跨部门团队，确保产品按时高质量上线；跟进产品上线后的运营数据，分析用户行为，制定并执行规模化推广策略，提升产品市场占有率。

任职要求：
1. 具备 3年以上协同办公领域产品设计经验，有多维表/文档产品经验优先；
2. 对 AI产品有清晰的认知，有较强的产品规划、AI创新设计及产品落地推动能力；
3. 对企业的复杂需求、办公场景和业务流程有深刻的理解和洞察，熟悉 To B 领域产品用户增长策略，有创新思考；
4. 有出色的沟通协调能力和领导力，擅长团队协作，可以协同多方资源推动产品的落地；
5. 真正热爱多维表格/文档，希望让更多的人感受到其价值；
6. 须持有钉钉官方认证的《AI应用工程师》中高级证书；如尚未取得证书，欢迎通过钉钉学习平台考取认证。学习链接：dingtalk://dingtalkclient/action/open_mini_app?miniAppId=5000000000438545&page=pages%2Flesson%2Fdetail%2Findex%3Fid%3D2250

备注：多维表/文档方向各招数名产品经理，欢迎加入！！！","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","100018500002","悟空事业部-Agent平台产品经理-企业悟空","产品类-平台型","","","","","","杭州","2026-06-03","publishTime","1780490819000","1780490819000","https://talent.dingtalk.com/off-campus/position-detail?positionId=100018500002&track_id=SSP1780969973639fnlaHBZijl9486","● 熟悉Agent平台类，懂客户，懂市场，有竞对视角，能够独立完成产品前后端的规划
●  有AI的产品经验，熟悉市场主流的AI工具，具备用AI来设计产品的能力 
● 懂运营，对市场敏感，协同PR，营销部门，完成产品的自我运营驱动增长 
● 有服务大客户的经验，对行业有自己的见解和洞察，具备设计行业方案的能力 
● 熟悉SaaS商业设计，从产品到商品的组合包装，数据驱动商业策略设计","● 工作3年以上，至少2年从事TO B领域
●  逻辑性强，合作意识好，协同能力强 
● 能抗压，自驱动好，对产品有热爱和对极致的追求 
● 有AI平台型产品作品者优先","[object Object]","岗位职责：
● 熟悉Agent平台类，懂客户，懂市场，有竞对视角，能够独立完成产品前后端的规划
●  有AI的产品经验，熟悉市场主流的AI工具，具备用AI来设计产品的能力 
● 懂运营，对市场敏感，协同PR，营销部门，完成产品的自我运营驱动增长 
● 有服务大客户的经验，对行业有自己的见解和洞察，具备设计行业方案的能力 
● 熟悉SaaS商业设计，从产品到商品的组合包装，数据驱动商业策略设计

任职要求：
● 工作3年以上，至少2年从事TO B领域
●  逻辑性强，合作意识好，协同能力强 
● 能抗压，自驱动好，对产品有热爱和对极致的追求 
● 有AI平台型产品作品者优先","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","7000036935","钉钉-AI听记-产品经理","产品类-用户型","","","","","","杭州","2026-05-31","publishTime","1780243200000","1780315598000","https://talent.dingtalk.com/off-campus/position-detail?positionId=7000036935&track_id=SSP1780969973639gDpLyswOBP9236","岗位职责
1. 产品规划与策略制定
● 负责钉钉AI听记产品的整体规划，包括产品定位、功能架构、演进路线图
● 深入理解会议记录、知识沉淀、任务协同等场景的用户痛点，制定差异化的产品策略
● 跟踪AI语音识别、自然语言处理、大模型等技术发展趋势，探索技术在听记场景的创新应用
3. 场景化解决方案
● 赋能企业数字化转型：打造智能化会议知识中枢，推动组织从信息记录向智能决策升级
● 构建AI驱动的工作流闭环：打通感知-理解-行动全链路，实现从会议纪要到业务执行的自动化流转
● 拓展全球化协作边界：支持多语言实时互译与跨文化沟通，助力企业构建无边界协同能力
4. 生态协同与集成
● 与钉钉文档、日程、待办、审批等产品深度打通，构建完整的办公协同闭环
● 与DingTalk A1硬件设备联动，拓展线下会议、客户拜访等场景的听记能力
● 对接企业知识库系统，实现会议内容的长期沉淀与检索
5. 数据驱动与用户研究
● 建立产品数据指标体系，通过数据分析持续优化产品体验
● 开展用户调研和可用性测试，收集反馈并快速迭代
● 关注竞品动态，保持产品竞争力","基本条件
● 本科及以上学历，计算机、人工智能、信息管理等相关专业优先
● 3年以上互联网产品经理经验，有AI产品、语音产品、协作工具产品经验者优先
● 对AI技术有浓厚兴趣，了解大语言模型、语音识别、NLP等技术原理及应用边界
专业能力
● 场景洞察力：能够深入理解会议协作、知识管理等B端场景的用户痛点，提出创新性解决方案
● 产品设计能力：具备优秀的原型设计和交互设计能力，熟练使用Axure、Figma等工具
● 技术理解力：能与算法、工程团队高效沟通，理解技术方案可行性及成本权衡
● 数据思维：善于通过数据分析发现问题、验证假设、驱动决策
● 项目管理：具备跨团队协调能力，能推动复杂项目按时高质量交付
加分项
● 有语音识别、智能会议、知识管理类产品经验
● 熟悉钉钉生态或有钉钉产品开发经验
● 有B端SaaS产品或企业服务产品经验
● 具备良好的英语沟通能力，能参与国际化产品设计","[object Object]","岗位职责：
岗位职责
1. 产品规划与策略制定
● 负责钉钉AI听记产品的整体规划，包括产品定位、功能架构、演进路线图
● 深入理解会议记录、知识沉淀、任务协同等场景的用户痛点，制定差异化的产品策略
● 跟踪AI语音识别、自然语言处理、大模型等技术发展趋势，探索技术在听记场景的创新应用
3. 场景化解决方案
● 赋能企业数字化转型：打造智能化会议知识中枢，推动组织从信息记录向智能决策升级
● 构建AI驱动的工作流闭环：打通感知-理解-行动全链路，实现从会议纪要到业务执行的自动化流转
● 拓展全球化协作边界：支持多语言实时互译与跨文化沟通，助力企业构建无边界协同能力
4. 生态协同与集成
● 与钉钉文档、日程、待办、审批等产品深度打通，构建完整的办公协同闭环
● 与DingTalk A1硬件设备联动，拓展线下会议、客户拜访等场景的听记能力
● 对接企业知识库系统，实现会议内容的长期沉淀与检索
5. 数据驱动与用户研究
● 建立产品数据指标体系，通过数据分析持续优化产品体验
● 开展用户调研和可用性测试，收集反馈并快速迭代
● 关注竞品动态，保持产品竞争力

任职要求：
基本条件
● 本科及以上学历，计算机、人工智能、信息管理等相关专业优先
● 3年以上互联网产品经理经验，有AI产品、语音产品、协作工具产品经验者优先
● 对AI技术有浓厚兴趣，了解大语言模型、语音识别、NLP等技术原理及应用边界
专业能力
● 场景洞察力：能够深入理解会议协作、知识管理等B端场景的用户痛点，提出创新性解决方案
● 产品设计能力：具备优秀的原型设计和交互设计能力，熟练使用Axure、Figma等工具
● 技术理解力：能与算法、工程团队高效沟通，理解技术方案可行性及成本权衡
● 数据思维：善于通过数据分析发现问题、验证假设、驱动决策
● 项目管理：具备跨团队协调能力，能推动复杂项目按时高质量交付
加分项
● 有语音识别、智能会议、知识管理类产品经验
● 熟悉钉钉生态或有钉钉产品开发经验
● 有B端SaaS产品或企业服务产品经验
● 具备良好的英语沟通能力，能参与国际化产品设计","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","100008640012","钉钉-智能硬件产品经理-杭州","产品类-商业型","","","","","","杭州","2026-06-08","publishTime","1780930224000","1780930224000","https://talent.dingtalk.com/off-campus/position-detail?positionId=100008640012&track_id=SSP1780969973639kCyswWFfzT2992","1. 负责智能硬件产品规划、设计和项目管理，协调研发、测试、生产等各个环节，确保产品按时高质量交付；
2. 深入了解市场动态及用户需求，进行竞品分析，定义产品功能和特性；
3. 制定产品路线图，明确阶段性目标，推动产品迭代升级；
4. 与销售团队紧密合作，制定产品推广策略，提升市场占有率；
5. 收集并分析用户反馈，持续优化产品体验。","1. 本科及以上学历，计算机、电子工程、工业设计等相关专业优先；
2. 3年以上智能硬件产品管理经验，有成功上市的产品案例；
3. 熟悉智能硬件从概念到量产的全流程，具备较强的项目管理能力；
4. 对市场趋势和用户需求有敏锐的洞察力，能够快速捕捉行业动态；
5. 具备优秀的沟通协调能力和团队协作精神，抗压能力强；
6. 熟悉物联网技术及相关协议，对AIoT领域有深刻理解者优先。","[object Object]","岗位职责：
1. 负责智能硬件产品规划、设计和项目管理，协调研发、测试、生产等各个环节，确保产品按时高质量交付；
2. 深入了解市场动态及用户需求，进行竞品分析，定义产品功能和特性；
3. 制定产品路线图，明确阶段性目标，推动产品迭代升级；
4. 与销售团队紧密合作，制定产品推广策略，提升市场占有率；
5. 收集并分析用户反馈，持续优化产品体验。

任职要求：
1. 本科及以上学历，计算机、电子工程、工业设计等相关专业优先；
2. 3年以上智能硬件产品管理经验，有成功上市的产品案例；
3. 熟悉智能硬件从概念到量产的全流程，具备较强的项目管理能力；
4. 对市场趋势和用户需求有敏锐的洞察力，能够快速捕捉行业动态；
5. 具备优秀的沟通协调能力和团队协作精神，抗压能力强；
6. 熟悉物联网技术及相关协议，对AIoT领域有深刻理解者优先。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","7000042817","钉钉-产品经理-大客户产品","产品类-商业型","","","","","","杭州","2026-05-31","publishTime","1780243200000","1780315668000","https://talent.dingtalk.com/off-campus/position-detail?positionId=7000042817&track_id=SSP1780969973639EpdDgomzGF3293","1、熟悉协同办公领域，懂客户，懂市场，有竞对视角，能够独立完成产品前后端的规划
2、有AI的产品经验，熟悉市场主流的AI工具，具备用AI来设计产品的能力
3、懂运营，对市场敏感，协同PR，营销部门，完成产品的自我运营驱动增长
4、有服务大客户的经验，对行业有自己的见解和洞察，具备设计行业方案的能力
5、熟悉SaaS商业设计，从产品到商品的组合包装，数据驱动商业策略设计","1、工作3年以上，至少2年从事TO B领域
2、逻辑性强，合作意识好，协同能力强
3、能抗压，自驱动好，对产品有热爱和对极致的追求
4、须持有钉钉官方认证的《AI应用工程师》中高级证书；如尚未取得证书，欢迎通过钉钉学习平台考取认证。学习链接：dingtalk://dingtalkclient/action/open_mini_app?miniAppId=5000000000438545&page=pages%2Flesson%2Fdetail%2Findex%3Fid%3D2250","[object Object]","岗位职责：
1、熟悉协同办公领域，懂客户，懂市场，有竞对视角，能够独立完成产品前后端的规划
2、有AI的产品经验，熟悉市场主流的AI工具，具备用AI来设计产品的能力
3、懂运营，对市场敏感，协同PR，营销部门，完成产品的自我运营驱动增长
4、有服务大客户的经验，对行业有自己的见解和洞察，具备设计行业方案的能力
5、熟悉SaaS商业设计，从产品到商品的组合包装，数据驱动商业策略设计

任职要求：
1、工作3年以上，至少2年从事TO B领域
2、逻辑性强，合作意识好，协同能力强
3、能抗压，自驱动好，对产品有热爱和对极致的追求
4、须持有钉钉官方认证的《AI应用工程师》中高级证书；如尚未取得证书，欢迎通过钉钉学习平台考取认证。学习链接：dingtalk://dingtalkclient/action/open_mini_app?miniAppId=5000000000438545&page=pages%2Flesson%2Fdetail%2Findex%3Fid%3D2250","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","100011660008","钉钉-AI产品经理-开放平台","产品类-用户型","","","","","","杭州","2026-06-08","publishTime","1780883510000","1780883510000","https://talent.dingtalk.com/off-campus/position-detail?positionId=100011660008&track_id=SSP1780969973639kiVYVWUqXc9873","你将主导下一代AI Agent和AI开放体系的产品定义与落地，你的工作将重新定义人与AI的协作边界，在钉钉打造AI时代的工作方式。
1、负责2B场景的AI原生应用和开放体系的研究、产品设计及落地，为优秀的AI原生产品效果、AI开放体系构建及客户结果负责；
2、根据客户特性和业务场景反推需要建设或引入的AI能力，保障AI原生产品效果在行业里有竞争力；
3、持续跟踪和洞察AI领域前沿动态及趋势，将技术理解和应用创新或改造及时结合，保障产品形态和效果在行业里处于引领地位。","1、2年以上AI/大模型相关产品经验，主导过至少一个端到端AI产品或Agent类产品；
2、对LLM、Agent架构、工具调用、RAG、OpenClaw等技术有扎实理解，能与算法工程师高效对话；
3、具备复杂任务拆解与建模能力，能将模糊目标转化为结构化执行路径；
4、熟悉人机交互（HAI）设计原则，关注可靠性、可解释性与用户信任构建；
5、强烈的技术好奇心与快速自驱的学习能力，关注行业动态和新技术，预判趋势并转化为产品机会；
6、优秀的逻辑思维、沟通协调与跨团队推动力；
7、有开放平台产品经验或有AI coding经验优先。","[object Object]","岗位职责：
你将主导下一代AI Agent和AI开放体系的产品定义与落地，你的工作将重新定义人与AI的协作边界，在钉钉打造AI时代的工作方式。
1、负责2B场景的AI原生应用和开放体系的研究、产品设计及落地，为优秀的AI原生产品效果、AI开放体系构建及客户结果负责；
2、根据客户特性和业务场景反推需要建设或引入的AI能力，保障AI原生产品效果在行业里有竞争力；
3、持续跟踪和洞察AI领域前沿动态及趋势，将技术理解和应用创新或改造及时结合，保障产品形态和效果在行业里处于引领地位。

任职要求：
1、2年以上AI/大模型相关产品经验，主导过至少一个端到端AI产品或Agent类产品；
2、对LLM、Agent架构、工具调用、RAG、OpenClaw等技术有扎实理解，能与算法工程师高效对话；
3、具备复杂任务拆解与建模能力，能将模糊目标转化为结构化执行路径；
4、熟悉人机交互（HAI）设计原则，关注可靠性、可解释性与用户信任构建；
5、强烈的技术好奇心与快速自驱的学习能力，关注行业动态和新技术，预判趋势并转化为产品机会；
6、优秀的逻辑思维、沟通协调与跨团队推动力；
7、有开放平台产品经验或有AI coding经验优先。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","100011420020","悟空事业部-AI产品经理-智能合同","产品类-商业型","","","","","","杭州","2026-05-31","publishTime","1780243200000","1780315676000","https://talent.dingtalk.com/off-campus/position-detail?positionId=100011420020&track_id=SSP1780969973639mhnixipdKO8540","1. 主要负责“钉钉智能合同”相关产品策略规划、产品设计，并推动落地拿到结果，背负商业化指标；
2. 有耐心和韧性以及AI的视角重构、分析传统的场景（企业合同和法律/工程领域），从经营视角出发，找出新机会，给到企业客户超预期的体验，加速智能化的普及应用，给行业带来新物种。","1. 3年以上的企业级产品设计经验，有丰富的合同法务相关产品规划和流程设计经验；
2. 对用户和数据敏锐，对业务热爱，思路开阔；
3. 有创新业务和商业产品从0-1的经验，了解敏捷开发，拥抱不确定性，不拘泥于现实条件；
4. 有AI相关经验优先，有创业经历、熟悉常法市场或智能硬章硬件加分；
5. 能抗压，自驱动好，对产品有热爱和对极致的追求，能使用各种AI工具产出产品demo或设计图，有美感，能洞察用户体验诉求。
6. 须持有钉钉官方认证的《AI应用工程师》中高级证书；如尚未取得证书，欢迎通过钉钉学习平台考取认证。学习链接：dingtalk://dingtalkclient/action/open_mini_app?miniAppId=5000000000438545&page=pages%2Flesson%2Fdetail%2Findex%3Fid%3D2250","[object Object]","岗位职责：
1. 主要负责“钉钉智能合同”相关产品策略规划、产品设计，并推动落地拿到结果，背负商业化指标；
2. 有耐心和韧性以及AI的视角重构、分析传统的场景（企业合同和法律/工程领域），从经营视角出发，找出新机会，给到企业客户超预期的体验，加速智能化的普及应用，给行业带来新物种。

任职要求：
1. 3年以上的企业级产品设计经验，有丰富的合同法务相关产品规划和流程设计经验；
2. 对用户和数据敏锐，对业务热爱，思路开阔；
3. 有创新业务和商业产品从0-1的经验，了解敏捷开发，拥抱不确定性，不拘泥于现实条件；
4. 有AI相关经验优先，有创业经历、熟悉常法市场或智能硬章硬件加分；
5. 能抗压，自驱动好，对产品有热爱和对极致的追求，能使用各种AI工具产出产品demo或设计图，有美感，能洞察用户体验诉求。
6. 须持有钉钉官方认证的《AI应用工程师》中高级证书；如尚未取得证书，欢迎通过钉钉学习平台考取认证。学习链接：dingtalk://dingtalkclient/action/open_mini_app?miniAppId=5000000000438545&page=pages%2Flesson%2Fdetail%2Findex%3Fid%3D2250","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","7000037262","钉钉-IM沟通产品经理-AI方向","产品类-平台型","","","","","","杭州","2026-06-02","publishTime","1780409222000","1780409223000","https://talent.dingtalk.com/off-campus/position-detail?positionId=7000037262&track_id=SSP1780969973639UhRDekHjnk7885","1. 负责钉钉即时通讯核心功能迭代与体验升级，深度挖掘企业级沟通场景需求，通过AI技术优化沟通效率与体验；
2. 协调跨部门资源（研发、安全、运营），推动IM基础能力与行业解决方案的深度融合；
3. 建立用户反馈闭环机制，通过数据驱动持续迭代产品，应对复杂企业环境下的定制化需求与技术挑战。","1. 本科及以上学历，计算机或相关专业优先，5年以上B端/C端平台型产品经验，有过千万级用户IM产品者优先；
2. 熟练掌握AI工具，有AI+IM落地经验；
3. 具备快速决策能力，能快速响应企业级客户需求并协调多方资源推进落地，具备优秀的抗压能力强；
4. 极强的用户同理心与跨文化沟通能力，可基于数据与场景洞察抽象复杂需求为产品方案；
5. 须持有钉钉官方认证的《AI应用工程师》中高级证书；如尚未取得证书，欢迎通过钉钉学习平台考取认证。学习链接：dingtalk://dingtalkclient/action/open_mini_app?miniAppId=5000000000438545&page=pages%2Flesson%2Fdetail%2Findex%3Fid%3D2250","[object Object]","岗位职责：
1. 负责钉钉即时通讯核心功能迭代与体验升级，深度挖掘企业级沟通场景需求，通过AI技术优化沟通效率与体验；
2. 协调跨部门资源（研发、安全、运营），推动IM基础能力与行业解决方案的深度融合；
3. 建立用户反馈闭环机制，通过数据驱动持续迭代产品，应对复杂企业环境下的定制化需求与技术挑战。

任职要求：
1. 本科及以上学历，计算机或相关专业优先，5年以上B端/C端平台型产品经验，有过千万级用户IM产品者优先；
2. 熟练掌握AI工具，有AI+IM落地经验；
3. 具备快速决策能力，能快速响应企业级客户需求并协调多方资源推进落地，具备优秀的抗压能力强；
4. 极强的用户同理心与跨文化沟通能力，可基于数据与场景洞察抽象复杂需求为产品方案；
5. 须持有钉钉官方认证的《AI应用工程师》中高级证书；如尚未取得证书，欢迎通过钉钉学习平台考取认证。学习链接：dingtalk://dingtalkclient/action/open_mini_app?miniAppId=5000000000438545&page=pages%2Flesson%2Fdetail%2Findex%3Fid%3D2250","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
"钉钉","产品经理","https://talent.dingtalk.com","100010160014","钉钉-产品经理-标注平台","产品类-平台型","","","","","","杭州","2026-06-05","publishTime","1780649556000","1780649557000","https://talent.dingtalk.com/off-campus/position-detail?positionId=100010160014&track_id=SSP1780969973639fVcXIEuJcH6740","主要负责研究对标行业领先标准，把业务需求转化为可落地的产品方案，并全程跟进研发进度，确保产品能力领先，并可支撑业务发展稳定上线。

岗位职责：
1. 行业洞察与趋势分析： 持续调研国内外头部AI标注平台及开源社区动态，洞察RLHF、多模态标注、自动标注等前沿技术对平台的需求变化，输出深度调研与产品演进规划。
2. 产品方案设计： 负责标注平台的核心功能设计，包括但不限于复杂标注工具、质检工作流配置、数据管理系统及运营管理后台。
3. 研发落地与迭代： 与研发、测试团队紧密配合，负责从需求评审到上线验收的全流程管理，确保产品版本按计划高质量交付。
4. 内外部协同： 深入内部业务团队收集数据需求，并与外部生态伙伴、供应商保持沟通，协调资源解决合作中的产品与技术配合问题。
5. 质量与效率优化： 通过产品手段不断降低标注门槛、提升人机协作效率，对标注产出的数据质量负责。","任职要求：
1. AI 爱好者：对AI（尤其是大模型、数据标注领域）有浓厚兴趣，能够主动学习最新的行业知识。
2. 踏实认真：能够静下心来处理琐碎的进度跟进和文档工作，逻辑清晰，有强烈的责任心和执行力。
3. 沟通协同能力：具备良好的对内对外沟通协调能力，可以高效管理项目进度，有效实现跨团队沟通，推动问题解决。
4. 产品基本功扎实： 具备独立撰写逻辑严密的PRD和设计高质量原型的能力；熟练使用各类原型工具。

加分项（优先考虑）：
1. 行业背景： 有AI标注平台、数据管理平台（DAM）或数据中台相关产品设计经验者优先。
2. 专业知识： 熟悉数据工程体系，了解标注服务外包流程或质检标准。
3. 设计能力： 审美在线，能熟练使用 Sketch / Figma 产出高保真产品原型图或视觉Demo。","[object Object]","岗位职责：
主要负责研究对标行业领先标准，把业务需求转化为可落地的产品方案，并全程跟进研发进度，确保产品能力领先，并可支撑业务发展稳定上线。

岗位职责：
1. 行业洞察与趋势分析： 持续调研国内外头部AI标注平台及开源社区动态，洞察RLHF、多模态标注、自动标注等前沿技术对平台的需求变化，输出深度调研与产品演进规划。
2. 产品方案设计： 负责标注平台的核心功能设计，包括但不限于复杂标注工具、质检工作流配置、数据管理系统及运营管理后台。
3. 研发落地与迭代： 与研发、测试团队紧密配合，负责从需求评审到上线验收的全流程管理，确保产品版本按计划高质量交付。
4. 内外部协同： 深入内部业务团队收集数据需求，并与外部生态伙伴、供应商保持沟通，协调资源解决合作中的产品与技术配合问题。
5. 质量与效率优化： 通过产品手段不断降低标注门槛、提升人机协作效率，对标注产出的数据质量负责。

任职要求：
任职要求：
1. AI 爱好者：对AI（尤其是大模型、数据标注领域）有浓厚兴趣，能够主动学习最新的行业知识。
2. 踏实认真：能够静下心来处理琐碎的进度跟进和文档工作，逻辑清晰，有强烈的责任心和执行力。
3. 沟通协同能力：具备良好的对内对外沟通协调能力，可以高效管理项目进度，有效实现跨团队沟通，推动问题解决。
4. 产品基本功扎实： 具备独立撰写逻辑严密的PRD和设计高质量原型的能力；熟练使用各类原型工具。

加分项（优先考虑）：
1. 行业背景： 有AI标注平台、数据管理平台（DAM）或数据中台相关产品设计经验者优先。
2. 专业知识： 熟悉数据工程体系，了解标注服务外包流程或质检标准。
3. 设计能力： 审美在线，能熟练使用 Sketch / Figma 产出高保真产品原型图或视觉Demo。","","","E:\CLX\project\interview-copilot-desktop\JD\阿里系\钉钉.txt"
