company,source_row_index,title,location,publish_date,post_url,business_line,filter_keep,filter_reasons,source_schema
阿里巴巴,1,ATH-AI创新事业部-Qoder 产品经理-企业级能力方向,北京 / 杭州,2026-06-03,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100010623002&track_id=SSP1780969970339SEhWzdfoMt4258,阿里巴巴,True,,alibaba_family
阿里巴巴,2,企业智能事业部-高级产品经理-企业采购平台,杭州,2026-05-14,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100014960002&track_id=SSP1780969970339kDmHfZpzas5528,产品类-平台型,True,,alibaba_family
阿里巴巴,3,数据技术及产品部-大模型产品经理-应用评测领域,北京 / 杭州,2026-06-05,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100012100002&track_id=SSP1780969970339twUsumkPOi1480,产品类-平台型,True,,alibaba_family
阿里巴巴,4,达摩院-商业型产品经理/高级专家-医疗AI,北京 / 杭州,2026-05-06,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100007420007&track_id=SSP1780969970339RaQuISHCqq1312,产品类-商业型,True,,alibaba_family
阿里巴巴,5,ATH-AI创新事业部-Qoder 产品经理-Mobile 方向,北京 / 杭州,2026-06-03,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100013463003&track_id=SSP1780969970339CPaFutNQGd5128,产品类-商业型,True,,alibaba_family
阿里巴巴,6,ATH-AI创新事业部-Qoder 产品经理-AI Coding 方向,杭州,2026-06-03,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100004023017&track_id=SSP1780969970339MJBjQjZwkx9132,产品类-商业型,True,,alibaba_family
阿里巴巴,7,基础设施与稳定性工程-产品专家-Agent Infra 产品经理,杭州,2026-04-03,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100009920010&track_id=SSP1780969970339qscFYGyzNs8458,产品类-平台型,True,,alibaba_family
阿里巴巴,8,企业智能事业部-AI产品经理-人力资源方向,杭州,2026-05-27,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100014440004&track_id=SSP1780969970339ZxYScdGIKO6267,产品类-平台型,True,,alibaba_family
阿里巴巴,9,企业智能事业部-AI产品经理-to B方向,杭州,2026-05-27,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100013600010&track_id=SSP1780969970339stuKBXXGKW2373,产品类-平台型,True,,alibaba_family
阿里巴巴,10,企业智能事业部-AI产品经理-招聘产品,杭州,2026-06-03,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100016560001&track_id=SSP1780969970339nNwNZqeyQh4135,产品类-平台型,True,,alibaba_family
阿里巴巴,11,阿里控股-AI产品经理-不动产管理,杭州,2026-05-21,https://talent-holding.alibaba.com/off-campus/position-detail?positionId=100015840002&track_id=SSP1780969970339yNCMzoVCVR3887,产品类-平台型,True,,alibaba_family
